"date","product_id","product_name","category","product_type","sales_forecast","demand","actual_sales","lost_sales","promo_flag","discount","base_price","selling_price","opening_stock","inbound_qty","consumption","wastage","closing_stock","stockout_flag","pr_flag","pr_qty","po_flag","supplier_id","planned_lead_time","actual_lead_time","received_qty","delay_flag","shelf_life_days"
"6/30/2025","SKU_003","Pizza","Frozen","Perishable","769","694","694","0","1","0.1437470881487881","359.363701131317","307.706215507319","1097","0","694","39","364","0","0","0","0","SUP_2","0","0","0","0","12"
"7/1/2025","SKU_003","Pizza","Frozen","Perishable","273","240","240","0","1","0.3304852604965611","414.360360809632","277.420369028012","364","1007","240","5","1126","0","1","1060","1","SUP_3","3","3","1007","0","12"
"7/2/2025","SKU_003","Pizza","Frozen","Perishable","497","442","442","0","0","0","263.508726419502","263.508726419502","1126","0","442","29","655","0","0","0","0","SUP_2","0","0","0","0","12"
"7/3/2025","SKU_003","Pizza","Frozen","Perishable","991","885","655","230","0","0","325.768674843752","325.768674843752","655","1193","655","20","1173","1","1","1284","1","SUP_2","6","6","1193","0","12"
"7/4/2025","SKU_003","Pizza","Frozen","Perishable","392","412","412","0","0","0","286.009375425203","286.009375425203","1173","0","412","18","743","0","0","0","0","SUP_3","0","0","0","0","12"
"7/5/2025","SKU_003","Pizza","Frozen","Perishable","568","706","706","0","0","0","298.259667196614","298.259667196614","743","1133","706","10","1160","0","1","1200","1","SUP_1","6","6","1133","0","12"
"7/6/2025","SKU_003","Pizza","Frozen","Perishable","344","295","295","0","0","0","229.75161975804","229.75161975804","1160","0","295","23","842","0","0","0","0","SUP_2","0","0","0","0","12"
"7/7/2025","SKU_003","Pizza","Frozen","Perishable","420","437","437","0","0","0","397.678883509404","397.678883509404","842","0","437","30","375","0","0","0","0","SUP_2","0","0","0","0","12"
"7/8/2025","SKU_003","Pizza","Frozen","Perishable","428","413","375","38","0","0","345.251346064134","345.251346064134","375","1243","375","8","1235","1","1","1409","1","SUP_1","6","7","1243","1","12"
"7/9/2025","SKU_003","Pizza","Frozen","Perishable","284","289","289","0","1","0.2198971461799163","363.64885398953","283.683508785635","1235","0","289","38","908","0","0","0","0","SUP_3","0","0","0","0","12"
"7/10/2025","SKU_003","Pizza","Frozen","Perishable","290","310","310","0","0","0","331.745453745152","331.745453745152","908","0","310","34","564","0","0","0","0","SUP_1","0","0","0","0","12"
"7/11/2025","SKU_003","Pizza","Frozen","Perishable","431","456","456","0","0","0","226.422440859766","226.422440859766","564","786","456","23","871","0","1","931","1","SUP_2","2","2","786","0","12"
"7/12/2025","SKU_003","Pizza","Frozen","Perishable","516","545","545","0","0","0","220.916906269055","220.916906269055","871","0","545","41","285","0","0","0","0","SUP_1","0","0","0","0","12"
"7/13/2025","SKU_003","Pizza","Frozen","Perishable","545","464","285","179","0","0","270.088895910715","270.088895910715","285","952","285","3","949","1","1","1103","1","SUP_3","5","6","952","1","12"
"7/14/2025","SKU_003","Pizza","Frozen","Perishable","331","287","287","0","0","0","377.766930705037","377.766930705037","949","0","287","44","618","0","0","0","0","SUP_1","0","0","0","0","12"
"7/15/2025","SKU_003","Pizza","Frozen","Perishable","422","385","385","0","1","0.3486528785229025","403.516556805968","262.829347743917","618","1310","385","10","1533","0","1","1445","1","SUP_3","2","2","1310","0","12"
"7/16/2025","SKU_003","Pizza","Frozen","Perishable","217","251","251","0","1","0.2110273845955961","267.358399571291","210.938455760097","1533","0","251","47","1235","0","0","0","0","SUP_3","0","0","0","0","12"
"7/17/2025","SKU_003","Pizza","Frozen","Perishable","628","633","633","0","0","0","282.956935991733","282.956935991733","1235","0","633","58","544","0","0","0","0","SUP_3","0","0","0","0","12"
"7/18/2025","SKU_003","Pizza","Frozen","Perishable","334","332","332","0","1","0.3040027104561156","399.47935722449","278.036549856978","544","1057","332","12","1257","0","1","1138","1","SUP_1","3","3","1057","0","12"
"7/19/2025","SKU_003","Pizza","Frozen","Perishable","209","193","193","0","1","0.1785094201737396","249.042012122256","204.58566693941","1257","0","193","52","1012","0","0","0","0","SUP_1","0","0","0","0","12"
"7/20/2025","SKU_003","Pizza","Frozen","Perishable","595","712","712","0","1","0.139308601109476","336.51737087822","289.637606692136","1012","0","712","23","277","0","0","0","0","SUP_2","0","0","0","0","12"
"7/21/2025","SKU_003","Pizza","Frozen","Perishable","306","322","277","45","0","0","351.612411697136","351.612411697136","277","1185","277","5","1180","1","1","1392","1","SUP_1","5","5","1185","0","12"
"7/22/2025","SKU_003","Pizza","Frozen","Perishable","750","662","662","0","0","0","322.55077850622","322.55077850622","1180","0","662","14","504","0","0","0","0","SUP_1","0","0","0","0","12"
"7/23/2025","SKU_003","Pizza","Frozen","Perishable","335","407","407","0","0","0","231.969437945378","231.969437945378","504","1211","407","8","1300","0","1","1287","1","SUP_3","4","4","1211","0","12"
"7/24/2025","SKU_003","Pizza","Frozen","Perishable","469","482","482","0","1","0.1495767799241023","344.361339564967","292.852879262489","1300","0","482","17","801","0","0","0","0","SUP_1","0","0","0","0","12"
"7/25/2025","SKU_003","Pizza","Frozen","Perishable","418","385","385","0","1","0.1145980951060742","349.145563160102","309.134146707217","801","0","385","13","403","0","0","0","0","SUP_2","0","0","0","0","12"
"7/26/2025","SKU_003","Pizza","Frozen","Perishable","644","677","403","274","0","0","287.290988872133","287.290988872133","403","851","403","9","842","1","1","1053","1","SUP_2","6","6","851","0","12"
"7/27/2025","SKU_003","Pizza","Frozen","Perishable","530","655","655","0","0","0","247.900577670061","247.900577670061","842","0","655","33","154","0","0","0","0","SUP_3","0","0","0","0","12"
"7/28/2025","SKU_003","Pizza","Frozen","Perishable","450","487","154","333","1","0.2595348497422048","244.861669981093","181.311533254924","154","1379","154","1","1378","1","1","1455","1","SUP_3","3","4","1379","1","12"
"7/29/2025","SKU_003","Pizza","Frozen","Perishable","611","510","510","0","0","0","354.431082956474","354.431082956474","1378","0","510","66","802","0","0","0","0","SUP_2","0","0","0","0","12"
"7/30/2025","SKU_003","Pizza","Frozen","Perishable","606","563","563","0","0","0","387.679449696427","387.679449696427","802","0","563","29","210","0","0","0","0","SUP_1","0","0","0","0","12"
"7/31/2025","SKU_003","Pizza","Frozen","Perishable","300","313","210","103","1","0.117071495931605","277.733365533633","245.218704960491","210","1331","210","4","1327","1","1","1465","1","SUP_3","4","4","1331","0","12"
"8/1/2025","SKU_003","Pizza","Frozen","Perishable","753","668","668","0","1","0.2687626557865908","252.596019249844","184.707642275135","1327","0","668","30","629","0","0","0","0","SUP_2","0","0","0","0","12"
"8/2/2025","SKU_003","Pizza","Frozen","Perishable","276","238","238","0","1","0.3059566279533225","333.923593517152","231.757456850588","629","856","238","8","1239","0","1","982","1","SUP_2","6","6","856","0","12"
"8/3/2025","SKU_003","Pizza","Frozen","Perishable","241","242","242","0","0","0","259.888790451909","259.888790451909","1239","0","242","23","974","0","0","0","0","SUP_1","0","0","0","0","12"
"8/4/2025","SKU_003","Pizza","Frozen","Perishable","1116","1158","974","184","0","0","289.101509402496","289.101509402496","974","0","974","39","0","1","0","0","0","SUP_1","0","0","0","0","12"
"8/5/2025","SKU_003","Pizza","Frozen","Perishable","512","543","0","543","0","0","284.223226859837","284.223226859837","0","923","0","0","923","1","1","956","1","SUP_2","2","2","923","0","12"
"8/6/2025","SKU_003","Pizza","Frozen","Perishable","728","629","629","0","1","0.2746801600072276","331.42198242083","240.386939259563","923","0","629","26","268","0","0","0","0","SUP_3","0","0","0","0","12"
"8/7/2025","SKU_003","Pizza","Frozen","Perishable","347","397","268","129","1","0.1674653942796214","296.782912100242","247.082044709921","268","1030","268","10","1020","1","1","1151","1","SUP_2","3","4","1030","1","12"
"8/8/2025","SKU_003","Pizza","Frozen","Perishable","883","775","775","0","1","0.2751660514308225","348.328899418244","252.480611566082","1020","0","775","13","232","0","0","0","0","SUP_3","0","0","0","0","12"
"8/9/2025","SKU_003","Pizza","Frozen","Perishable","518","595","232","363","0","0","267.321868518194","267.321868518194","232","827","232","5","822","1","1","970","1","SUP_2","3","3","827","0","12"
"8/10/2025","SKU_003","Pizza","Frozen","Perishable","444","388","388","0","0","0","384.085711791888","384.085711791888","822","0","388","32","402","0","0","0","0","SUP_1","0","0","0","0","12"
"8/11/2025","SKU_003","Pizza","Frozen","Perishable","445","542","402","140","0","0","355.194305078253","355.194305078253","402","1230","402","16","1214","1","1","1280","1","SUP_3","4","5","1230","1","12"
"8/12/2025","SKU_003","Pizza","Frozen","Perishable","973","839","839","0","0","0","373.997326035592","373.997326035592","1214","0","839","41","334","0","0","0","0","SUP_1","0","0","0","0","12"
"8/13/2025","SKU_003","Pizza","Frozen","Perishable","550","647","334","313","0","0","258.610827503502","258.610827503502","334","1264","334","4","1260","1","1","1317","1","SUP_2","2","2","1264","0","12"
"8/14/2025","SKU_003","Pizza","Frozen","Perishable","120","144","144","0","0","0","413.401059047604","413.401059047604","1260","0","144","47","1069","0","0","0","0","SUP_2","0","0","0","0","12"
"8/15/2025","SKU_003","Pizza","Frozen","Perishable","591","545","545","0","0","0","348.232541169035","348.232541169035","1069","0","545","39","485","0","0","0","0","SUP_1","0","0","0","0","12"
"8/16/2025","SKU_003","Pizza","Frozen","Perishable","850","826","485","341","0","0","244.121764670383","244.121764670383","485","1084","485","20","1064","1","1","1347","1","SUP_2","6","7","1084","1","12"
"8/17/2025","SKU_003","Pizza","Frozen","Perishable","1216","1056","1056","0","0","0","249.022996851528","249.022996851528","1064","0","1056","18","0","0","0","0","0","SUP_3","0","0","0","0","12"
"8/18/2025","SKU_003","Pizza","Frozen","Perishable","766","639","0","639","0","0","322.812649294299","322.812649294299","0","758","0","0","758","1","1","887","1","SUP_3","6","6","758","0","12"
"8/19/2025","SKU_003","Pizza","Frozen","Perishable","599","687","687","0","0","0","259.196852275532","259.196852275532","758","1232","687","12","1291","0","1","1420","1","SUP_3","3","3","1232","0","12"
"8/20/2025","SKU_003","Pizza","Frozen","Perishable","210","229","229","0","1","0.2137104302183039","346.899845867855","272.763730564773","1291","0","229","51","1011","0","0","0","0","SUP_2","0","0","0","0","12"
"8/21/2025","SKU_003","Pizza","Frozen","Perishable","241","203","203","0","0","0","233.596892643126","233.596892643126","1011","0","203","43","765","0","0","0","0","SUP_3","0","0","0","0","12"
"8/22/2025","SKU_003","Pizza","Frozen","Perishable","789","823","765","58","0","0","304.117832138078","304.117832138078","765","1422","765","23","1399","1","1","1493","1","SUP_1","4","4","1422","0","12"
"8/23/2025","SKU_003","Pizza","Frozen","Perishable","548","460","460","0","0","0","263.214346534675","263.214346534675","1399","0","460","35","904","0","0","0","0","SUP_3","0","0","0","0","12"
"8/24/2025","SKU_003","Pizza","Frozen","Perishable","621","607","607","0","0","0","264.591441538042","264.591441538042","904","0","607","37","260","0","0","0","0","SUP_2","0","0","0","0","12"
"8/25/2025","SKU_003","Pizza","Frozen","Perishable","450","513","260","253","1","0.2303042706123038","353.644672118639","272.198793850429","260","1202","260","9","1193","1","1","1225","1","SUP_2","6","6","1202","0","12"
"8/26/2025","SKU_003","Pizza","Frozen","Perishable","432","509","509","0","0","0","244.702652577363","244.702652577363","1193","0","509","35","649","0","0","0","0","SUP_2","0","0","0","0","12"
"8/27/2025","SKU_003","Pizza","Frozen","Perishable","330","315","315","0","1","0.2319643345344956","262.642111219716","201.718508669899","649","907","315","25","1216","0","1","1085","1","SUP_1","2","2","907","0","12"
"8/28/2025","SKU_003","Pizza","Frozen","Perishable","710","715","715","0","1","0.1624189539869148","304.205623758936","254.796864551073","1216","0","715","42","459","0","0","0","0","SUP_2","0","0","0","0","12"
"8/29/2025","SKU_003","Pizza","Frozen","Perishable","289","256","256","0","0","0","401.104075700937","401.104075700937","459","702","256","10","895","0","1","815","1","SUP_1","3","3","702","0","12"
"8/30/2025","SKU_003","Pizza","Frozen","Perishable","172","157","157","0","0","0","264.938303253929","264.938303253929","895","0","157","33","705","0","0","0","0","SUP_1","0","0","0","0","12"
"8/31/2025","SKU_003","Pizza","Frozen","Perishable","595","545","545","0","1","0.249442890305518","379.765018310457","285.035334506169","705","1383","545","30","1513","0","1","1458","1","SUP_3","4","4","1383","0","12"
"9/1/2025","SKU_003","Pizza","Frozen","Perishable","237","276","276","0","0","0","257.454443387566","257.454443387566","1513","0","276","46","1191","0","0","0","0","SUP_3","0","0","0","0","12"
"9/2/2025","SKU_003","Pizza","Frozen","Perishable","640","722","722","0","0","0","368.764222367876","368.764222367876","1191","0","722","54","415","0","0","0","0","SUP_3","0","0","0","0","12"
"9/3/2025","SKU_003","Pizza","Frozen","Perishable","352","411","411","0","0","0","379.767874950971","379.767874950971","415","1095","411","20","1079","0","1","1117","1","SUP_2","4","6","1095","1","12"
"9/4/2025","SKU_003","Pizza","Frozen","Perishable","777","866","866","0","0","0","284.959013082387","284.959013082387","1079","0","866","50","163","0","0","0","0","SUP_2","0","0","0","0","12"
"9/5/2025","SKU_003","Pizza","Frozen","Perishable","251","233","163","70","0","0","297.872232899557","297.872232899557","163","726","163","5","721","1","1","824","1","SUP_2","2","4","726","1","12"
"9/6/2025","SKU_003","Pizza","Frozen","Perishable","388","383","383","0","0","0","418.746038988587","418.746038988587","721","1066","383","22","1382","0","1","1108","1","SUP_3","6","6","1066","0","12"
"9/7/2025","SKU_003","Pizza","Frozen","Perishable","243","274","274","0","1","0.2193005474483046","258.746042288623","202.002893564646","1382","0","274","22","1086","0","0","0","0","SUP_3","0","0","0","0","12"
"9/8/2025","SKU_003","Pizza","Frozen","Perishable","424","424","424","0","0","0","223.927639463935","223.927639463935","1086","0","424","40","622","0","0","0","0","SUP_3","0","0","0","0","12"
"9/9/2025","SKU_003","Pizza","Frozen","Perishable","225","258","258","0","1","0.2276851425937233","381.948258071036","294.984314468708","622","1095","258","13","1446","0","1","1266","1","SUP_1","5","5","1095","0","12"
"9/10/2025","SKU_003","Pizza","Frozen","Perishable","645","628","628","0","0","0","325.644973046102","325.644973046102","1446","0","628","63","755","0","0","0","0","SUP_1","0","0","0","0","12"
"9/11/2025","SKU_003","Pizza","Frozen","Perishable","309","374","374","0","1","0.1304936085756488","261.713805665786","227.561826750391","755","1031","374","12","1400","0","1","1127","1","SUP_2","4","4","1031","0","12"
"9/12/2025","SKU_003","Pizza","Frozen","Perishable","836","825","825","0","1","0.1256888605801473","297.402480655725","260.022301728397","1400","0","825","48","527","0","0","0","0","SUP_3","0","0","0","0","12"
"9/13/2025","SKU_003","Pizza","Frozen","Perishable","817","762","527","235","0","0","409.517479955342","409.517479955342","527","753","527","13","740","1","1","808","1","SUP_3","3","3","753","0","12"
"9/14/2025","SKU_003","Pizza","Frozen","Perishable","954","1100","740","360","0","0","278.078184297192","278.078184297192","740","1182","740","17","1165","1","1","1311","1","SUP_2","6","6","1182","0","12"
"9/15/2025","SKU_003","Pizza","Frozen","Perishable","282","236","236","0","0","0","301.675936126295","301.675936126295","1165","0","236","40","889","0","0","0","0","SUP_2","0","0","0","0","12"
"9/16/2025","SKU_003","Pizza","Frozen","Perishable","150","184","184","0","0","0","224.576254803937","224.576254803937","889","0","184","24","681","0","0","0","0","SUP_2","0","0","0","0","12"
"9/17/2025","SKU_003","Pizza","Frozen","Perishable","563","483","483","0","0","0","337.515195528654","337.515195528654","681","1002","483","33","1167","0","1","1060","1","SUP_2","6","6","1002","0","12"
"9/18/2025","SKU_003","Pizza","Frozen","Perishable","860","780","780","0","1","0.330871338838863","391.928028917616","262.250277261168","1167","0","780","35","352","0","0","0","0","SUP_1","0","0","0","0","12"
"9/19/2025","SKU_003","Pizza","Frozen","Perishable","380","437","352","85","0","0","225.728150333058","225.728150333058","352","1030","352","16","1014","1","1","1244","1","SUP_3","3","3","1030","0","12"
"9/20/2025","SKU_003","Pizza","Frozen","Perishable","275","308","308","0","1","0.1584200711036191","353.939808965751","297.868639262995","1014","0","308","17","689","0","0","0","0","SUP_3","0","0","0","0","12"
"9/21/2025","SKU_003","Pizza","Frozen","Perishable","471","489","489","0","0","0","376.12490903274","376.12490903274","689","1055","489","21","1234","0","1","1057","1","SUP_1","2","2","1055","0","12"
"9/22/2025","SKU_003","Pizza","Frozen","Perishable","220","191","191","0","0","0","288.740575456097","288.740575456097","1234","0","191","13","1030","0","0","0","0","SUP_3","0","0","0","0","12"
"9/23/2025","SKU_003","Pizza","Frozen","Perishable","231","230","230","0","1","0.1648719268439632","222.18567979355","185.553498648851","1030","0","230","43","757","0","0","0","0","SUP_2","0","0","0","0","12"
"9/24/2025","SKU_003","Pizza","Frozen","Perishable","276","344","344","0","1","0.1799503114869971","250.966263638689","205.804806324179","757","1191","344","10","1594","0","1","1321","1","SUP_2","3","4","1191","1","12"
"9/25/2025","SKU_003","Pizza","Frozen","Perishable","634","606","606","0","0","0","348.620699939008","348.620699939008","1594","0","606","70","918","0","0","0","0","SUP_3","0","0","0","0","12"
"9/26/2025","SKU_003","Pizza","Frozen","Perishable","216","242","242","0","0","0","340.906925216899","340.906925216899","918","0","242","32","644","0","0","0","0","SUP_2","0","0","0","0","12"
"9/27/2025","SKU_003","Pizza","Frozen","Perishable","633","558","558","0","0","0","272.893765762886","272.893765762886","644","1155","558","27","1214","0","1","1210","1","SUP_3","3","3","1155","0","12"
"9/28/2025","SKU_003","Pizza","Frozen","Perishable","716","756","756","0","0","0","323.657274058714","323.657274058714","1214","0","756","40","418","0","0","0","0","SUP_2","0","0","0","0","12"
"9/29/2025","SKU_003","Pizza","Frozen","Perishable","804","680","418","262","0","0","303.319745142356","303.319745142356","418","744","418","14","730","1","1","859","1","SUP_1","6","6","744","0","12"
"9/30/2025","SKU_003","Pizza","Frozen","Perishable","246","284","284","0","0","0","285.345738117501","285.345738117501","730","1075","284","33","1488","0","1","1113","1","SUP_1","5","5","1075","0","12"
"10/1/2025","SKU_003","Pizza","Frozen","Perishable","855","760","760","0","0","0","259.656222157408","259.656222157408","1488","0","760","52","676","0","0","0","0","SUP_3","0","0","0","0","12"
"10/2/2025","SKU_003","Pizza","Frozen","Perishable","483","572","572","0","0","0","349.82072697292","349.82072697292","676","1216","572","12","1308","0","1","1391","1","SUP_2","3","3","1216","0","12"
"10/3/2025","SKU_003","Pizza","Frozen","Perishable","154","136","136","0","1","0.2320685664814075","417.357707614898","320.502102698742","1308","0","136","45","1127","0","0","0","0","SUP_1","0","0","0","0","12"
"10/4/2025","SKU_003","Pizza","Frozen","Perishable","301","297","297","0","0","0","347.71782465831","347.71782465831","1127","0","297","43","787","0","0","0","0","SUP_1","0","0","0","0","12"
"10/5/2025","SKU_003","Pizza","Frozen","Perishable","690","740","740","0","1","0.3226760068464803","266.718051650873","180.654535790296","787","866","740","20","893","0","1","1006","1","SUP_2","3","3","866","0","12"
"10/6/2025","SKU_003","Pizza","Frozen","Perishable","726","702","702","0","1","0.2070447595285901","295.741581749583","234.509837073636","893","0","702","33","158","0","0","0","0","SUP_3","0","0","0","0","12"
"10/7/2025","SKU_003","Pizza","Frozen","Perishable","547","500","158","342","0","0","414.781134687401","414.781134687401","158","1340","158","1","1339","1","1","1460","1","SUP_2","6","8","1340","1","12"
"10/8/2025","SKU_003","Pizza","Frozen","Perishable","271","281","281","0","0","0","353.786564887081","353.786564887081","1339","0","281","33","1025","0","0","0","0","SUP_1","0","0","0","0","12"
"10/9/2025","SKU_003","Pizza","Frozen","Perishable","433","402","402","0","0","0","281.041452523998","281.041452523998","1025","0","402","11","612","0","0","0","0","SUP_2","0","0","0","0","12"
"10/10/2025","SKU_003","Pizza","Frozen","Perishable","1223","1262","612","650","0","0","403.95292676269","403.95292676269","612","809","612","15","794","1","1","936","1","SUP_3","6","6","809","0","12"
"10/11/2025","SKU_003","Pizza","Frozen","Perishable","400","415","415","0","1","0.1602330514197303","301.680133690498","253.341005316558","794","1148","415","38","1489","0","1","1224","1","SUP_2","5","5","1148","0","12"
"10/12/2025","SKU_003","Pizza","Frozen","Perishable","326","366","366","0","0","0","221.183507719538","221.183507719538","1489","0","366","45","1078","0","0","0","0","SUP_2","0","0","0","0","12"
"10/13/2025","SKU_003","Pizza","Frozen","Perishable","424","426","426","0","0","0","253.220132026645","253.220132026645","1078","0","426","51","601","0","0","0","0","SUP_1","0","0","0","0","12"
"10/14/2025","SKU_003","Pizza","Frozen","Perishable","454","525","525","0","0","0","375.540478129284","375.540478129284","601","955","525","12","1019","0","1","1037","1","SUP_1","5","7","955","1","12"
"10/15/2025","SKU_003","Pizza","Frozen","Perishable","408","493","493","0","0","0","417.517941899084","417.517941899084","1019","0","493","30","496","0","0","0","0","SUP_2","0","0","0","0","12"
"10/16/2025","SKU_003","Pizza","Frozen","Perishable","597","502","496","6","1","0.1942935592402191","411.026000016955","331.16629553339","496","1021","496","6","1015","1","1","1081","1","SUP_1","5","5","1021","0","12"
"10/17/2025","SKU_003","Pizza","Frozen","Perishable","499","591","591","0","1","0.1681482639958988","414.752690002543","345.012745190986","1015","0","591","28","396","0","0","0","0","SUP_2","0","0","0","0","12"
"10/18/2025","SKU_003","Pizza","Frozen","Perishable","350","407","396","11","0","0","278.235612949783","278.235612949783","396","1205","396","17","1188","1","1","1268","1","SUP_2","6","8","1205","1","12"
"10/19/2025","SKU_003","Pizza","Frozen","Perishable","498","463","463","0","0","0","350.778314808101","350.778314808101","1188","0","463","28","697","0","0","0","0","SUP_3","0","0","0","0","12"
"10/20/2025","SKU_003","Pizza","Frozen","Perishable","256","305","305","0","0","0","312.035082730187","312.035082730187","697","1133","305","23","1502","0","1","1206","1","SUP_1","3","3","1133","0","12"
"10/21/2025","SKU_003","Pizza","Frozen","Perishable","548","484","484","0","0","0","404.300745418459","404.300745418459","1502","0","484","58","960","0","0","0","0","SUP_3","0","0","0","0","12"
"10/22/2025","SKU_003","Pizza","Frozen","Perishable","898","923","923","0","1","0.1632822533808987","338.686688628195","283.385162918869","960","0","923","36","1","0","0","0","0","SUP_3","0","0","0","0","12"
"10/23/2025","SKU_003","Pizza","Frozen","Perishable","640","649","1","648","0","0","307.052767107815","307.052767107815","1","997","1","0","997","1","1","1195","1","SUP_1","3","5","997","1","12"
"10/24/2025","SKU_003","Pizza","Frozen","Perishable","573","653","653","0","1","0.2105240493564362","390.837357283893","308.55669418872","997","0","653","44","300","0","0","0","0","SUP_2","0","0","0","0","12"
"10/25/2025","SKU_003","Pizza","Frozen","Perishable","266","235","235","0","0","0","246.11631149837","246.11631149837","300","1269","235","6","1328","0","1","1470","1","SUP_2","5","5","1269","0","12"
"10/26/2025","SKU_003","Pizza","Frozen","Perishable","460","448","448","0","1","0.171174823774876","310.553321855615","257.394411714278","1328","0","448","48","832","0","0","0","0","SUP_1","0","0","0","0","12"
"10/27/2025","SKU_003","Pizza","Frozen","Perishable","919","771","771","0","0","0","377.583907475229","377.583907475229","832","0","771","30","31","0","0","0","0","SUP_1","0","0","0","0","12"
"10/28/2025","SKU_003","Pizza","Frozen","Perishable","699","599","31","568","0","0","265.154452539493","265.154452539493","31","1104","31","0","1104","1","1","1228","1","SUP_2","4","4","1104","0","12"
"10/29/2025","SKU_003","Pizza","Frozen","Perishable","1207","1031","1031","0","0","0","285.787460266004","285.787460266004","1104","0","1031","28","45","0","0","0","0","SUP_3","0","0","0","0","12"
"10/30/2025","SKU_003","Pizza","Frozen","Perishable","582","714","45","669","1","0.3308021731778806","392.339306439904","262.552611246482","45","1024","45","1","1023","1","1","1229","1","SUP_2","2","2","1024","0","12"
"10/31/2025","SKU_003","Pizza","Frozen","Perishable","431","384","384","0","0","0","318.059188959782","318.059188959782","1023","0","384","14","625","0","0","0","0","SUP_3","0","0","0","0","12"
"11/1/2025","SKU_003","Pizza","Frozen","Perishable","713","744","625","119","0","0","239.985076036746","239.985076036746","625","951","625","16","935","1","1","1142","1","SUP_2","5","5","951","0","12"
"11/2/2025","SKU_003","Pizza","Frozen","Perishable","559","498","498","0","0","0","384.647287842215","384.647287842215","935","0","498","15","422","0","0","0","0","SUP_2","0","0","0","0","12"
"11/3/2025","SKU_003","Pizza","Frozen","Perishable","546","486","422","64","0","0","386.215985354853","386.215985354853","422","1236","422","16","1220","1","1","1267","1","SUP_1","6","6","1236","0","12"
"11/4/2025","SKU_003","Pizza","Frozen","Perishable","999","881","881","0","0","0","302.62690426627","302.62690426627","1220","0","881","17","322","0","0","0","0","SUP_2","0","0","0","0","12"
"11/5/2025","SKU_003","Pizza","Frozen","Perishable","904","827","322","505","0","0","344.534316825731","344.534316825731","322","952","322","5","947","1","1","986","1","SUP_3","4","6","952","1","12"
"11/6/2025","SKU_003","Pizza","Frozen","Perishable","229","217","217","0","0","0","313.24962556866","313.24962556866","947","0","217","21","709","0","0","0","0","SUP_1","0","0","0","0","12"
"11/7/2025","SKU_003","Pizza","Frozen","Perishable","502","433","433","0","1","0.1622208941255488","248.587403641144","208.261332754129","709","823","433","25","1074","0","1","980","1","SUP_1","3","3","823","0","12"
"11/8/2025","SKU_003","Pizza","Frozen","Perishable","850","904","904","0","0","0","247.150868239046","247.150868239046","1074","0","904","28","142","0","0","0","0","SUP_1","0","0","0","0","12"
"11/9/2025","SKU_003","Pizza","Frozen","Perishable","924","909","142","767","0","0","381.188080597871","381.188080597871","142","806","142","6","800","1","1","923","1","SUP_2","4","4","806","0","12"
"11/10/2025","SKU_003","Pizza","Frozen","Perishable","597","602","602","0","0","0","381.382630298493","381.382630298493","800","0","602","33","165","0","0","0","0","SUP_3","0","0","0","0","12"
"11/11/2025","SKU_003","Pizza","Frozen","Perishable","691","656","165","491","1","0.1560809796790487","360.517411310397","304.247500561716","165","1424","165","5","1419","1","1","1472","1","SUP_1","6","7","1424","1","12"
"11/12/2025","SKU_003","Pizza","Frozen","Perishable","1331","1252","1252","0","0","0","279.864005206323","279.864005206323","1419","0","1252","18","149","0","0","0","0","SUP_2","0","0","0","0","12"
"11/13/2025","SKU_003","Pizza","Frozen","Perishable","715","783","149","634","0","0","346.101902918163","346.101902918163","149","1091","149","3","1088","1","1","1184","1","SUP_3","5","5","1091","0","12"
"11/14/2025","SKU_003","Pizza","Frozen","Perishable","1040","1099","1088","11","0","0","305.118972955079","305.118972955079","1088","0","1088","17","0","1","0","0","0","SUP_2","0","0","0","0","12"
"11/15/2025","SKU_003","Pizza","Frozen","Perishable","938","833","0","833","1","0.2628966500670476","256.479623916294","189.051989978244","0","1221","0","0","1221","1","1","1308","1","SUP_3","6","6","1221","0","12"
"11/16/2025","SKU_003","Pizza","Frozen","Perishable","258","297","297","0","1","0.3434694937510203","285.100180571229","187.176965882104","1221","0","297","28","896","0","0","0","0","SUP_2","0","0","0","0","12"
"11/17/2025","SKU_003","Pizza","Frozen","Perishable","632","591","591","0","0","0","293.317173590089","293.317173590089","896","0","591","29","276","0","0","0","0","SUP_3","0","0","0","0","12"
"11/18/2025","SKU_003","Pizza","Frozen","Perishable","131","154","154","0","1","0.3179440022750591","261.607333666272","178.430850975911","276","1127","154","3","1246","0","1","1241","1","SUP_1","2","4","1127","1","12"
"11/19/2025","SKU_003","Pizza","Frozen","Perishable","726","641","641","0","1","0.3040319039743941","375.431939251966","261.288651948392","1246","0","641","23","582","0","0","0","0","SUP_1","0","0","0","0","12"
"11/20/2025","SKU_003","Pizza","Frozen","Perishable","1205","1014","582","432","0","0","228.720073063743","228.720073063743","582","1207","582","8","1199","1","1","1280","1","SUP_2","4","5","1207","1","12"
"11/21/2025","SKU_003","Pizza","Frozen","Perishable","724","801","801","0","1","0.233835962310043","222.121549516978","170.181543235878","1199","0","801","58","340","0","0","0","0","SUP_2","0","0","0","0","12"
"11/22/2025","SKU_003","Pizza","Frozen","Perishable","534","662","340","322","0","0","331.556370842586","331.556370842586","340","985","340","12","973","1","1","988","1","SUP_1","5","7","985","1","12"
"11/23/2025","SKU_003","Pizza","Frozen","Perishable","864","823","823","0","0","0","298.826169754525","298.826169754525","973","0","823","14","136","0","0","0","0","SUP_2","0","0","0","0","12"
